interaction_id,learner_id,question_id,skill_id,timestamp,correct,dataset
150,52vEY7f17k,148,16,1127306980.0,1,kdd2010
151,52vEY7f17k,149,16,1127306995.0,0,kdd2010
152,52vEY7f17k,150,17,1127307009.0,1,kdd2010
153,52vEY7f17k,151,10,1127477831.0,1,kdd2010
154,52vEY7f17k,152,10,1127477834.0,1,kdd2010
155,52vEY7f17k,153,1,1127477836.0,1,kdd2010
156,52vEY7f17k,154,2,1127477837.0,1,kdd2010
156,52vEY7f17k,154,22,1127477837.0,1,kdd2010
156,52vEY7f17k,154,4,1127477837.0,1,kdd2010
157,52vEY7f17k,155,5,1127477875.0,1,kdd2010
158,52vEY7f17k,156,5,1127477883.0,0,kdd2010
159,52vEY7f17k,157,5,1127477902.0,1,kdd2010
160,52vEY7f17k,158,5,1127477904.0,1,kdd2010
161,52vEY7f17k,159,12,1127478016.0,1,kdd2010
162,52vEY7f17k,160,9,1127478021.0,0,kdd2010
162,52vEY7f17k,160,23,1127478021.0,0,kdd2010
163,52vEY7f17k,161,9,1127478034.0,0,kdd2010
163,52vEY7f17k,161,23,1127478034.0,0,kdd2010
163,52vEY7f17k,161,24,1127478034.0,0,kdd2010
164,52vEY7f17k,162,2,1127478054.0,1,kdd2010
164,52vEY7f17k,162,25,1127478054.0,1,kdd2010
164,52vEY7f17k,162,4,1127478054.0,1,kdd2010
165,52vEY7f17k,163,12,1127478061.0,1,kdd2010
166,52vEY7f17k,164,9,1127478069.0,0,kdd2010
166,52vEY7f17k,164,23,1127478069.0,0,kdd2010
167,52vEY7f17k,165,9,1127478081.0,1,kdd2010
167,52vEY7f17k,165,23,1127478081.0,1,kdd2010
167,52vEY7f17k,165,24,1127478081.0,1,kdd2010
168,52vEY7f17k,166,2,1127478084.0,1,kdd2010
168,52vEY7f17k,166,25,1127478084.0,1,kdd2010
168,52vEY7f17k,166,4,1127478084.0,1,kdd2010
169,52vEY7f17k,167,15,1127478087.0,1,kdd2010
170,52vEY7f17k,168,15,1127478098.0,1,kdd2010
171,52vEY7f17k,169,16,1127478107.0,1,kdd2010
172,52vEY7f17k,170,16,1127478115.0,1,kdd2010
173,52vEY7f17k,171,17,1127478118.0,1,kdd2010
174,52vEY7f17k,172,16,1127478120.0,1,kdd2010
175,52vEY7f17k,173,16,1127478124.0,1,kdd2010
176,52vEY7f17k,174,17,1127478125.0,1,kdd2010
177,52vEY7f17k,175,19,1127478127.0,0,kdd2010
178,52vEY7f17k,176,10,1127478251.0,0,kdd2010
179,52vEY7f17k,177,10,1127478275.0,1,kdd2010
180,52vEY7f17k,178,1,1127478277.0,1,kdd2010
181,52vEY7f17k,179,20,1127478278.0,0,kdd2010
181,52vEY7f17k,179,2,1127478278.0,0,kdd2010
181,52vEY7f17k,179,22,1127478278.0,0,kdd2010
182,52vEY7f17k,180,5,1127478350.0,1,kdd2010
183,52vEY7f17k,181,5,1127478369.0,1,kdd2010
184,52vEY7f17k,182,5,1127478371.0,1,kdd2010
184,52vEY7f17k,182,18,1127478371.0,1,kdd2010
185,52vEY7f17k,183,12,1127478508.0,1,kdd2010
185,52vEY7f17k,183,13,1127478508.0,1,kdd2010
186,52vEY7f17k,184,9,1127478519.0,1,kdd2010
186,52vEY7f17k,184,23,1127478519.0,1,kdd2010
187,52vEY7f17k,185,20,1127478364.0,0,kdd2010
187,52vEY7f17k,185,2,1127478364.0,0,kdd2010
187,52vEY7f17k,185,25,1127478364.0,0,kdd2010
188,52vEY7f17k,186,15,1127478528.0,1,kdd2010
189,52vEY7f17k,187,15,1127478552.0,1,kdd2010
190,52vEY7f17k,188,16,1127478558.0,1,kdd2010
191,52vEY7f17k,189,16,1127478574.0,1,kdd2010
192,52vEY7f17k,190,17,1127478580.0,1,kdd2010
193,52vEY7f17k,191,16,1127478593.0,1,kdd2010
194,52vEY7f17k,192,16,1127478581.0,0,kdd2010
195,52vEY7f17k,193,17,1127478609.0,1,kdd2010
196,52vEY7f17k,194,19,1127478614.0,0,kdd2010
197,52vEY7f17k,195,10,1127478740.0,1,kdd2010
198,52vEY7f17k,196,1,1127478746.0,1,kdd2010
199,52vEY7f17k,197,20,1127478748.0,1,kdd2010
199,52vEY7f17k,197,2,1127478748.0,1,kdd2010
199,52vEY7f17k,197,3,1127478748.0,1,kdd2010
200,52vEY7f17k,198,5,1127478858.0,1,kdd2010
201,52vEY7f17k,199,5,1127478864.0,1,kdd2010
202,52vEY7f17k,200,5,1127478867.0,1,kdd2010
202,52vEY7f17k,200,18,1127478867.0,1,kdd2010
203,52vEY7f17k,201,5,1127478884.0,1,kdd2010
204,52vEY7f17k,202,12,1127478962.0,1,kdd2010
205,52vEY7f17k,203,8,1127478966.0,1,kdd2010
205,52vEY7f17k,203,9,1127478966.0,1,kdd2010
206,52vEY7f17k,204,20,1127478970.0,1,kdd2010
206,52vEY7f17k,204,2,1127478970.0,1,kdd2010
206,52vEY7f17k,204,14,1127478970.0,1,kdd2010
207,52vEY7f17k,205,12,1127478978.0,1,kdd2010
208,52vEY7f17k,206,8,1127478983.0,1,kdd2010
208,52vEY7f17k,206,9,1127478983.0,1,kdd2010
209,52vEY7f17k,207,20,1127478873.0,0,kdd2010
209,52vEY7f17k,207,2,1127478873.0,0,kdd2010
209,52vEY7f17k,207,14,1127478873.0,0,kdd2010
210,52vEY7f17k,208,15,1127478991.0,1,kdd2010
211,52vEY7f17k,209,15,1127479010.0,1,kdd2010
212,52vEY7f17k,210,16,1127479026.0,1,kdd2010
213,52vEY7f17k,211,16,1127479034.0,1,kdd2010
214,52vEY7f17k,212,16,1127479038.0,1,kdd2010
215,52vEY7f17k,213,17,1127479043.0,1,kdd2010
216,52vEY7f17k,214,16,1127479046.0,1,kdd2010
217,52vEY7f17k,215,17,1127479055.0,1,kdd2010
218,52vEY7f17k,216,19,1127479077.0,0,kdd2010
219,52vEY7f17k,217,10,1127479134.0,0,kdd2010
220,52vEY7f17k,218,10,1127479140.0,1,kdd2010
221,52vEY7f17k,219,1,1127479140.0,1,kdd2010
222,52vEY7f17k,220,2,1127479147.0,1,kdd2010
222,52vEY7f17k,220,3,1127479147.0,1,kdd2010
222,52vEY7f17k,220,4,1127479147.0,1,kdd2010
223,52vEY7f17k,221,5,1127479166.0,1,kdd2010
224,52vEY7f17k,222,5,1127479172.0,1,kdd2010
225,52vEY7f17k,223,5,1127479177.0,1,kdd2010
226,52vEY7f17k,224,5,1127479181.0,0,kdd2010
227,52vEY7f17k,225,12,1127479328.0,0,kdd2010
228,52vEY7f17k,226,8,1127479342.0,0,kdd2010
228,52vEY7f17k,226,9,1127479342.0,0,kdd2010
229,52vEY7f17k,227,2,1127479410.0,1,kdd2010
229,52vEY7f17k,227,14,1127479410.0,1,kdd2010
229,52vEY7f17k,227,4,1127479410.0,1,kdd2010
230,52vEY7f17k,228,12,1127479420.0,1,kdd2010
231,52vEY7f17k,229,8,1127479429.0,1,kdd2010
231,52vEY7f17k,229,9,1127479429.0,1,kdd2010
232,52vEY7f17k,230,2,1127479433.0,1,kdd2010
232,52vEY7f17k,230,14,1127479433.0,1,kdd2010
232,52vEY7f17k,230,4,1127479433.0,1,kdd2010
233,52vEY7f17k,231,15,1127479435.0,1,kdd2010
234,52vEY7f17k,232,15,1127479451.0,1,kdd2010
235,52vEY7f17k,233,16,1127479462.0,1,kdd2010
236,52vEY7f17k,234,16,1127479473.0,1,kdd2010
237,52vEY7f17k,235,17,1127479483.0,1,kdd2010
238,52vEY7f17k,236,16,1127479488.0,1,kdd2010
239,52vEY7f17k,237,16,1127479502.0,1,kdd2010
240,52vEY7f17k,238,17,1127479513.0,1,kdd2010
241,52vEY7f17k,239,10,1127479581.0,1,kdd2010
242,52vEY7f17k,240,1,1127479585.0,1,kdd2010
243,52vEY7f17k,241,15,1127479668.0,1,kdd2010
244,52vEY7f17k,242,15,1127479683.0,0,kdd2010
245,52vEY7f17k,243,20,1127479586.0,0,kdd2010
245,52vEY7f17k,243,21,1127479586.0,0,kdd2010
245,52vEY7f17k,243,22,1127479586.0,0,kdd2010
246,52vEY7f17k,244,5,1127479876.0,1,kdd2010
247,52vEY7f17k,245,5,1127479883.0,0,kdd2010
248,52vEY7f17k,246,5,1127479897.0,1,kdd2010
249,52vEY7f17k,247,5,1127479909.0,1,kdd2010
250,52vEY7f17k,248,12,1127909873.0,0,kdd2010
251,52vEY7f17k,249,9,1127910054.0,1,kdd2010
251,52vEY7f17k,249,23,1127910054.0,1,kdd2010
252,52vEY7f17k,250,20,1127910065.0,1,kdd2010
252,52vEY7f17k,250,21,1127910065.0,1,kdd2010
252,52vEY7f17k,250,25,1127910065.0,1,kdd2010
253,52vEY7f17k,251,16,1127910079.0,1,kdd2010
254,52vEY7f17k,252,16,1127910093.0,0,kdd2010
255,52vEY7f17k,253,16,1127910110.0,1,kdd2010
256,52vEY7f17k,254,17,1127910120.0,1,kdd2010
257,52vEY7f17k,255,16,1127910135.0,1,kdd2010
258,52vEY7f17k,256,17,1127910152.0,1,kdd2010
259,52vEY7f17k,257,19,1127910160.0,0,kdd2010
260,52vEY7f17k,258,10,1127910308.0,1,kdd2010
261,52vEY7f17k,259,10,1127910313.0,1,kdd2010
262,52vEY7f17k,260,1,1127910314.0,1,kdd2010
263,52vEY7f17k,261,2,1127910316.0,0,kdd2010
263,52vEY7f17k,261,3,1127910316.0,0,kdd2010
263,52vEY7f17k,261,4,1127910316.0,0,kdd2010
264,52vEY7f17k,262,5,1127910411.0,1,kdd2010
265,52vEY7f17k,263,5,1127910419.0,1,kdd2010
266,52vEY7f17k,264,5,1127910428.0,1,kdd2010
267,52vEY7f17k,265,5,1127910436.0,1,kdd2010
268,52vEY7f17k,266,12,1127910535.0,1,kdd2010
269,52vEY7f17k,267,8,1127910540.0,0,kdd2010
269,52vEY7f17k,267,9,1127910540.0,0,kdd2010
270,52vEY7f17k,268,2,1127910551.0,1,kdd2010
270,52vEY7f17k,268,14,1127910551.0,1,kdd2010
270,52vEY7f17k,268,4,1127910551.0,1,kdd2010
271,52vEY7f17k,269,12,1127910572.0,1,kdd2010
272,52vEY7f17k,270,8,1127910578.0,1,kdd2010
272,52vEY7f17k,270,9,1127910578.0,1,kdd2010
273,52vEY7f17k,271,2,1127910582.0,1,kdd2010
273,52vEY7f17k,271,14,1127910582.0,1,kdd2010
273,52vEY7f17k,271,4,1127910582.0,1,kdd2010
274,52vEY7f17k,272,12,1127910652.0,1,kdd2010
275,52vEY7f17k,273,8,1127910663.0,1,kdd2010
275,52vEY7f17k,273,9,1127910663.0,1,kdd2010
276,52vEY7f17k,274,2,1127910646.0,0,kdd2010
276,52vEY7f17k,274,14,1127910646.0,0,kdd2010
276,52vEY7f17k,274,4,1127910646.0,0,kdd2010
277,52vEY7f17k,275,15,1127910684.0,1,kdd2010
278,52vEY7f17k,276,15,1127910669.0,0,kdd2010
279,52vEY7f17k,277,16,1127910714.0,1,kdd2010
280,52vEY7f17k,278,16,1127910728.0,1,kdd2010
281,52vEY7f17k,279,17,1127910730.0,1,kdd2010
282,52vEY7f17k,280,16,1127910732.0,1,kdd2010
283,52vEY7f17k,281,17,1127910752.0,1,kdd2010
284,52vEY7f17k,282,16,1127910746.0,0,kdd2010
285,52vEY7f17k,283,10,1127910879.0,0,kdd2010
286,52vEY7f17k,284,10,1127910883.0,0,kdd2010
287,52vEY7f17k,285,1,1127910914.0,1,kdd2010
288,52vEY7f17k,286,20,1127910915.0,1,kdd2010
288,52vEY7f17k,286,3,1127910915.0,1,kdd2010
288,52vEY7f17k,286,21,1127910915.0,1,kdd2010
289,52vEY7f17k,287,5,1127910940.0,1,kdd2010
290,52vEY7f17k,288,5,1127910944.0,1,kdd2010
291,52vEY7f17k,289,5,1127910947.0,1,kdd2010
291,52vEY7f17k,289,18,1127910947.0,1,kdd2010
292,52vEY7f17k,290,5,1127910955.0,1,kdd2010
293,52vEY7f17k,291,12,1127911135.0,1,kdd2010
293,52vEY7f17k,291,13,1127911135.0,1,kdd2010
294,52vEY7f17k,292,8,1127911141.0,1,kdd2010
294,52vEY7f17k,292,9,1127911141.0,1,kdd2010
295,52vEY7f17k,293,20,1127911146.0,1,kdd2010
295,52vEY7f17k,293,21,1127911146.0,1,kdd2010
295,52vEY7f17k,293,14,1127911146.0,1,kdd2010
296,52vEY7f17k,294,12,1127911154.0,1,kdd2010
296,52vEY7f17k,294,13,1127911154.0,1,kdd2010
297,52vEY7f17k,295,8,1127911159.0,1,kdd2010
297,52vEY7f17k,295,9,1127911159.0,1,kdd2010
298,52vEY7f17k,296,20,1127911163.0,1,kdd2010
298,52vEY7f17k,296,21,1127911163.0,1,kdd2010
298,52vEY7f17k,296,14,1127911163.0,1,kdd2010
299,52vEY7f17k,297,15,1127911166.0,1,kdd2010
300,52vEY7f17k,298,15,1127911179.0,1,kdd2010
301,52vEY7f17k,299,16,1127911194.0,1,kdd2010
302,52vEY7f17k,300,16,1127911202.0,1,kdd2010
303,52vEY7f17k,301,16,1127911203.0,1,kdd2010
304,52vEY7f17k,302,16,1127911218.0,1,kdd2010
305,52vEY7f17k,303,17,1127911222.0,1,kdd2010
306,52vEY7f17k,304,10,1127911337.0,1,kdd2010
307,52vEY7f17k,305,1,1127911407.0,1,kdd2010
308,52vEY7f17k,306,15,1127911408.0,1,kdd2010
309,52vEY7f17k,307,15,1127911757.0,1,kdd2010
310,52vEY7f17k,308,2,1127997554.0,0,kdd2010
310,52vEY7f17k,308,3,1127997554.0,0,kdd2010
310,52vEY7f17k,308,4,1127997554.0,0,kdd2010
311,52vEY7f17k,309,5,1127997688.0,1,kdd2010
312,52vEY7f17k,310,5,1127997716.0,1,kdd2010
313,52vEY7f17k,311,5,1127997728.0,1,kdd2010
314,52vEY7f17k,312,5,1127997730.0,1,kdd2010
315,52vEY7f17k,313,12,1127997766.0,0,kdd2010
316,52vEY7f17k,314,8,1127997786.0,1,kdd2010
