interaction_id,learner_id,question_id,skill_id,timestamp,correct,dataset
287,43,21,2,1287,1,synthetic
288,15,26,7,1288,1,synthetic
289,49,30,11,1289,1,synthetic
290,29,11,12,1290,0,synthetic
291,26,19,20,1291,0,synthetic
292,35,22,3,1292,1,synthetic
293,42,12,13,1293,0,synthetic
294,25,38,19,1294,1,synthetic
295,27,27,8,1295,0,synthetic
296,41,2,3,1296,0,synthetic
297,9,40,1,297,0,synthetic
298,39,37,18,1298,1,synthetic
299,2,21,2,299,0,synthetic
300,11,37,18,1300,1,synthetic
301,44,6,7,1301,1,synthetic
302,2,39,20,1302,1,synthetic
303,36,33,14,1303,0,synthetic
304,11,30,11,1304,1,synthetic
305,47,16,17,1305,0,synthetic
306,31,13,14,1306,1,synthetic
307,9,19,20,1307,0,synthetic
308,2,14,15,1308,1,synthetic
309,30,16,17,1309,1,synthetic
310,16,12,13,1310,1,synthetic
311,33,8,9,1311,1,synthetic
312,11,16,17,1312,1,synthetic
313,47,5,6,1313,0,synthetic
314,48,3,4,1314,1,synthetic
315,34,31,12,1315,1,synthetic
316,5,27,8,1316,1,synthetic
317,46,35,16,1317,0,synthetic
318,46,39,20,1318,0,synthetic
319,29,31,12,1319,0,synthetic
320,19,26,7,1320,0,synthetic
321,24,26,7,1321,1,synthetic
322,28,8,9,1322,0,synthetic
323,10,17,18,1323,0,synthetic
324,47,11,12,1324,1,synthetic
325,27,22,3,1325,0,synthetic
326,16,31,12,1326,0,synthetic
327,17,7,8,1327,1,synthetic
328,42,5,6,1328,1,synthetic
329,46,32,13,1329,0,synthetic
330,49,17,18,1330,1,synthetic
331,19,29,10,1331,1,synthetic
332,29,17,18,1332,1,synthetic
333,39,3,4,1333,0,synthetic
334,10,34,15,1334,1,synthetic
335,2,15,16,1335,1,synthetic
336,37,24,5,1336,1,synthetic
337,20,11,12,1337,1,synthetic
338,31,29,10,1338,1,synthetic
339,10,9,10,1339,0,synthetic
340,39,19,20,1340,1,synthetic
341,17,15,16,1341,0,synthetic
342,14,38,19,1342,1,synthetic
343,10,38,19,1343,0,synthetic
344,17,24,5,1344,1,synthetic
345,31,40,1,345,0,synthetic
346,23,10,11,1346,1,synthetic
347,34,24,5,1347,1,synthetic
348,32,11,12,1348,1,synthetic
349,12,31,12,1349,1,synthetic
350,1,5,6,1350,1,synthetic
351,15,20,1,351,0,synthetic
352,15,10,11,1352,1,synthetic
353,39,8,9,1353,0,synthetic
354,23,32,13,1354,1,synthetic
355,37,1,2,1355,0,synthetic
356,48,13,14,1356,1,synthetic
357,43,3,4,1357,1,synthetic
358,41,7,8,1358,1,synthetic
359,33,5,6,1359,1,synthetic
360,36,35,16,1360,0,synthetic
361,4,29,10,1361,0,synthetic
362,16,17,18,1362,0,synthetic
363,45,16,17,1363,0,synthetic
364,45,30,11,1364,0,synthetic
365,3,39,20,1365,1,synthetic
366,36,18,19,1366,0,synthetic
367,48,13,14,1367,0,synthetic
368,9,34,15,1368,1,synthetic
369,4,14,15,1369,0,synthetic
370,16,38,19,1370,1,synthetic
371,30,7,8,1371,0,synthetic
372,21,5,6,1372,0,synthetic
373,31,8,9,1373,1,synthetic
374,6,31,12,1374,0,synthetic
375,7,35,16,1375,0,synthetic
376,39,32,13,1376,1,synthetic
377,37,1,2,1377,1,synthetic
378,8,29,10,1378,0,synthetic
379,38,40,1,1379,1,synthetic
380,1,17,18,1380,1,synthetic
381,39,18,19,1381,1,synthetic
382,41,12,13,1382,1,synthetic
383,33,31,12,1383,1,synthetic
384,42,20,1,1384,1,synthetic
385,35,16,17,1385,1,synthetic
386,18,36,17,1386,1,synthetic
387,41,29,10,1387,0,synthetic
388,49,12,13,1388,1,synthetic
389,1,21,2,1389,1,synthetic
390,32,11,12,1390,0,synthetic
391,5,28,9,1391,1,synthetic
392,7,29,10,1392,1,synthetic
393,41,35,16,1393,0,synthetic
394,13,7,8,1394,0,synthetic
395,14,20,1,1395,1,synthetic
396,21,34,15,1396,1,synthetic
397,7,20,1,397,0,synthetic
398,37,10,11,1398,1,synthetic
399,11,13,14,1399,1,synthetic
400,11,11,12,1400,0,synthetic
401,21,34,15,1401,1,synthetic
402,42,39,20,1402,1,synthetic
403,50,18,19,1403,0,synthetic
404,17,31,12,1404,1,synthetic
405,24,10,11,1405,1,synthetic
406,22,23,4,1406,1,synthetic
407,29,20,1,407,1,synthetic
408,37,26,7,1408,1,synthetic
409,1,26,7,1409,0,synthetic
410,27,23,4,1410,0,synthetic
411,30,18,19,1411,0,synthetic
412,46,13,14,1412,0,synthetic
413,43,17,18,1413,1,synthetic
414,24,2,3,1414,1,synthetic
415,28,25,6,1415,1,synthetic
416,36,36,17,1416,0,synthetic
417,14,40,1,1417,1,synthetic
418,18,7,8,1418,0,synthetic
419,16,11,12,1419,1,synthetic
420,47,31,12,1420,1,synthetic
421,3,25,6,1421,1,synthetic
422,16,18,19,1422,1,synthetic
423,4,7,8,1423,0,synthetic
424,41,22,3,1424,1,synthetic
425,35,24,5,1425,1,synthetic
426,19,8,9,1426,1,synthetic
427,9,5,6,1427,1,synthetic
428,50,27,8,1428,0,synthetic
429,10,38,19,1429,1,synthetic
430,37,13,14,1430,0,synthetic
431,29,16,17,1431,1,synthetic
432,37,35,16,1432,1,synthetic
433,36,34,15,1433,1,synthetic
434,45,2,3,1434,0,synthetic
435,50,5,6,1435,1,synthetic
436,24,29,10,1436,0,synthetic
437,12,21,2,437,1,synthetic
438,15,30,11,1438,1,synthetic
439,22,13,14,1439,1,synthetic
440,17,39,20,1440,0,synthetic
441,9,8,9,1441,1,synthetic
442,28,26,7,1442,1,synthetic
443,4,34,15,1443,0,synthetic
444,33,24,5,1444,0,synthetic
445,37,28,9,1445,0,synthetic
446,33,21,2,1446,1,synthetic
447,19,37,18,1447,1,synthetic
448,41,5,6,1448,0,synthetic
449,37,6,7,1449,0,synthetic
450,35,11,12,1450,0,synthetic
451,37,30,11,1451,0,synthetic
452,49,5,6,1452,1,synthetic
453,18,30,11,1453,1,synthetic
454,48,10,11,1454,1,synthetic
455,5,12,13,1455,1,synthetic
456,30,34,15,1456,1,synthetic
457,2,26,7,1457,1,synthetic
458,1,40,1,458,1,synthetic
459,2,1,2,459,0,synthetic
460,21,28,9,1460,0,synthetic
461,17,15,16,1461,1,synthetic
462,35,30,11,1462,0,synthetic
463,50,37,18,1463,1,synthetic
464,46,37,18,1464,0,synthetic
465,13,10,11,1465,0,synthetic
466,20,12,13,1466,0,synthetic
467,2,35,16,1467,0,synthetic
468,50,9,10,1468,1,synthetic
469,5,21,2,1469,1,synthetic
470,15,14,15,1470,0,synthetic
471,20,11,12,1471,1,synthetic
472,18,15,16,1472,0,synthetic
473,50,23,4,1473,0,synthetic
474,9,29,10,1474,0,synthetic
475,25,2,3,1475,1,synthetic
476,48,14,15,1476,1,synthetic
477,4,29,10,1477,1,synthetic
478,26,13,14,1478,0,synthetic
479,50,25,6,1479,0,synthetic
480,6,12,13,1480,0,synthetic
481,11,14,15,1481,0,synthetic
482,32,39,20,1482,1,synthetic
483,48,21,2,483,1,synthetic
484,13,14,15,1484,0,synthetic
485,33,24,5,1485,1,synthetic
486,17,33,14,1486,0,synthetic
487,30,2,3,1487,0,synthetic
488,25,27,8,1488,1,synthetic
489,7,23,4,1489,1,synthetic
490,20,5,6,1490,1,synthetic
491,42,20,1,1491,0,synthetic
492,45,6,7,1492,1,synthetic
493,31,2,3,1493,1,synthetic
494,47,21,2,1494,0,synthetic
495,10,16,17,1495,0,synthetic
496,37,1,2,1496,0,synthetic
497,34,10,11,1497,0,synthetic
498,45,31,12,1498,0,synthetic
499,4,39,20,1499,0,synthetic
500,48,19,20,1500,1,synthetic
501,40,27,8,1501,0,synthetic
502,27,12,13,1502,0,synthetic
503,34,10,11,1503,0,synthetic
504,24,8,9,1504,0,synthetic
505,2,32,13,1505,0,synthetic
506,20,26,7,1506,1,synthetic
507,17,40,1,507,1,synthetic
508,2,2,3,1508,1,synthetic
509,2,31,12,1509,0,synthetic
510,48,10,11,1510,1,synthetic
511,3,35,16,1511,1,synthetic
512,49,39,20,1512,0,synthetic
513,11,7,8,1513,0,synthetic
514,23,15,16,1514,0,synthetic
515,27,5,6,1515,0,synthetic
516,31,30,11,1516,1,synthetic
517,35,29,10,1517,0,synthetic
518,39,1,2,1518,1,synthetic
519,31,31,12,1519,1,synthetic
520,9,21,2,1520,1,synthetic
521,40,7,8,1521,1,synthetic
522,32,37,18,1522,0,synthetic
523,9,15,16,1523,0,synthetic
524,10,15,16,1524,0,synthetic
525,48,7,8,1525,1,synthetic
526,19,40,1,526,0,synthetic
527,16,15,16,1527,1,synthetic
528,12,20,1,1528,1,synthetic
529,46,30,11,1529,1,synthetic
530,49,9,10,1530,1,synthetic
531,28,24,5,1531,0,synthetic
532,38,3,4,1532,1,synthetic
533,41,4,5,1533,0,synthetic
534,12,1,2,534,0,synthetic
535,41,3,4,1535,0,synthetic
536,11,26,7,1536,1,synthetic
537,1,37,18,1537,1,synthetic
538,31,23,4,1538,0,synthetic
539,41,37,18,1539,1,synthetic
540,29,14,15,1540,1,synthetic
541,40,17,18,1541,1,synthetic
542,8,18,19,1542,1,synthetic
543,22,12,13,1543,1,synthetic
544,22,32,13,1544,1,synthetic
545,43,7,8,1545,1,synthetic
546,49,34,15,1546,1,synthetic
547,5,24,5,1547,1,synthetic
548,42,2,3,1548,0,synthetic
549,7,15,16,1549,1,synthetic
550,8,8,9,1550,1,synthetic
551,9,23,4,1551,1,synthetic
552,29,28,9,1552,0,synthetic
553,33,12,13,1553,1,synthetic
554,33,13,14,1554,0,synthetic
555,44,15,16,1555,0,synthetic
556,13,23,4,1556,0,synthetic
557,37,34,15,1557,0,synthetic
558,35,24,5,1558,0,synthetic
559,45,34,15,1559,0,synthetic
560,24,11,12,1560,0,synthetic
561,44,11,12,1561,0,synthetic
562,49,10,11,1562,1,synthetic
563,13,18,19,1563,0,synthetic
564,26,19,20,1564,1,synthetic
565,34,27,8,1565,1,synthetic
566,30,21,2,566,0,synthetic
567,47,20,1,567,0,synthetic
568,5,17,18,1568,1,synthetic
569,14,40,1,1569,0,synthetic
570,4,27,8,1570,0,synthetic
571,10,31,12,1571,0,synthetic
572,49,16,17,1572,1,synthetic
573,11,27,8,1573,1,synthetic
574,38,13,14,1574,0,synthetic
575,23,5,6,1575,0,synthetic
576,18,9,10,1576,1,synthetic
577,8,38,19,1577,0,synthetic
578,14,29,10,1578,0,synthetic
579,44,18,19,1579,1,synthetic
580,1,8,9,1580,1,synthetic
581,34,7,8,1581,1,synthetic
582,15,29,10,1582,1,synthetic
583,8,35,16,1583,1,synthetic
584,10,5,6,1584,1,synthetic
585,18,3,4,1585,1,synthetic
586,17,8,9,1586,1,synthetic
587,28,38,19,1587,0,synthetic
588,46,32,13,1588,1,synthetic
589,15,34,15,1589,0,synthetic
590,6,39,20,1590,1,synthetic
591,16,32,13,1591,1,synthetic
592,27,4,5,1592,0,synthetic
593,50,18,19,1593,1,synthetic
594,17,33,14,1594,1,synthetic
595,27,17,18,1595,1,synthetic
596,6,1,2,596,0,synthetic
597,46,32,13,1597,0,synthetic
598,38,32,13,1598,0,synthetic
599,38,28,9,1599,1,synthetic
600,7,32,13,1600,1,synthetic
601,39,34,15,1601,1,synthetic
602,3,39,20,1602,0,synthetic
603,38,7,8,1603,0,synthetic
604,8,16,17,1604,1,synthetic
605,38,39,20,1605,1,synthetic
606,26,3,4,1606,1,synthetic
607,42,29,10,1607,1,synthetic
608,37,34,15,1608,0,synthetic
609,26,28,9,1609,0,synthetic
610,14,37,18,1610,0,synthetic
611,2,22,3,1611,0,synthetic
612,19,27,8,1612,0,synthetic
613,47,30,11,1613,1,synthetic
614,23,23,4,1614,1,synthetic
615,16,18,19,1615,1,synthetic
616,4,21,2,616,1,synthetic
617,45,17,18,1617,0,synthetic
618,14,36,17,1618,1,synthetic
619,48,26,7,1619,1,synthetic
620,50,12,13,1620,1,synthetic
621,6,22,3,1621,1,synthetic
622,40,35,16,1622,0,synthetic
623,21,20,1,623,0,synthetic
624,47,6,7,1624,1,synthetic
625,21,40,1,625,1,synthetic
626,41,12,13,1626,1,synthetic
627,13,17,18,1627,1,synthetic
628,23,22,3,1628,1,synthetic
629,24,11,12,1629,0,synthetic
630,21,2,3,1630,0,synthetic
631,13,38,19,1631,1,synthetic
632,33,36,17,1632,1,synthetic
633,49,36,17,1633,0,synthetic
634,26,40,1,1634,0,synthetic
635,13,6,7,1635,0,synthetic
636,46,39,20,1636,1,synthetic
637,17,10,11,1637,1,synthetic
638,35,23,4,1638,1,synthetic
639,9,25,6,1639,0,synthetic
640,48,19,20,1640,0,synthetic
641,21,15,16,1641,1,synthetic
642,3,16,17,1642,0,synthetic
643,43,18,19,1643,0,synthetic
644,32,15,16,1644,0,synthetic
645,16,15,16,1645,1,synthetic
646,42,14,15,1646,0,synthetic
647,1,19,20,1647,0,synthetic
648,2,40,1,1648,1,synthetic
649,29,27,8,1649,0,synthetic
650,27,12,13,1650,1,synthetic
651,41,37,18,1651,1,synthetic
652,48,17,18,1652,1,synthetic
653,17,28,9,1653,1,synthetic
654,24,16,17,1654,1,synthetic
655,35,23,4,1655,0,synthetic
656,45,9,10,1656,1,synthetic
657,45,16,17,1657,0,synthetic
658,7,33,14,1658,1,synthetic
659,35,21,2,1659,0,synthetic
660,39,15,16,1660,1,synthetic
661,46,36,17,1661,0,synthetic
662,30,18,19,1662,0,synthetic
663,30,40,1,1663,1,synthetic
664,32,38,19,1664,1,synthetic
665,5,11,12,1665,0,synthetic
666,36,29,10,1666,0,synthetic
667,23,31,12,1667,0,synthetic
668,5,23,4,1668,0,synthetic
669,47,18,19,1669,1,synthetic
670,47,2,3,1670,1,synthetic
671,28,9,10,1671,1,synthetic
672,14,29,10,1672,1,synthetic
673,35,20,1,673,1,synthetic
674,15,37,18,1674,1,synthetic
675,10,35,16,1675,1,synthetic
676,1,40,1,676,0,synthetic
677,46,23,4,1677,0,synthetic
678,50,5,6,1678,0,synthetic
679,34,27,8,1679,0,synthetic
680,47,13,14,1680,0,synthetic
681,39,12,13,1681,0,synthetic
682,2,32,13,1682,0,synthetic
683,22,6,7,1683,0,synthetic
684,26,37,18,1684,1,synthetic
685,27,25,6,1685,1,synthetic
686,9,22,3,1686,0,synthetic
687,7,20,1,687,1,synthetic
688,12,28,9,1688,1,synthetic
689,32,6,7,1689,0,synthetic
690,17,26,7,1690,0,synthetic
691,15,23,4,1691,0,synthetic
692,22,29,10,1692,0,synthetic
693,34,17,18,1693,0,synthetic
694,39,4,5,1694,0,synthetic
695,44,24,5,1695,0,synthetic
696,11,1,2,1696,0,synthetic
697,1,21,2,1697,1,synthetic
698,20,2,3,1698,1,synthetic
699,5,12,13,1699,0,synthetic
700,41,40,1,700,1,synthetic
701,12,35,16,1701,0,synthetic
702,23,7,8,1702,0,synthetic
703,39,24,5,1703,0,synthetic
704,29,12,13,1704,0,synthetic
705,29,2,3,1705,0,synthetic
706,35,8,9,1706,1,synthetic
707,19,7,8,1707,1,synthetic
708,44,12,13,1708,0,synthetic
709,7,32,13,1709,0,synthetic
710,39,10,11,1710,1,synthetic
711,30,36,17,1711,1,synthetic
712,29,8,9,1712,0,synthetic
713,22,16,17,1713,1,synthetic
714,10,16,17,1714,1,synthetic
715,13,26,7,1715,0,synthetic
716,23,4,5,1716,1,synthetic
717,43,38,19,1717,0,synthetic
718,34,6,7,1718,1,synthetic
719,34,37,18,1719,1,synthetic
720,49,35,16,1720,0,synthetic
721,19,21,2,1721,0,synthetic
722,29,13,14,1722,1,synthetic
723,41,28,9,1723,1,synthetic
724,28,25,6,1724,0,synthetic
725,32,2,3,1725,1,synthetic
726,7,21,2,1726,1,synthetic
727,40,25,6,1727,1,synthetic
728,32,19,20,1728,0,synthetic
729,34,3,4,1729,0,synthetic
730,6,20,1,1730,0,synthetic
731,42,21,2,731,0,synthetic
732,35,2,3,1732,0,synthetic
733,20,25,6,1733,0,synthetic
734,23,35,16,1734,0,synthetic
735,44,28,9,1735,0,synthetic
736,33,24,5,1736,0,synthetic
737,14,7,8,1737,1,synthetic
738,12,15,16,1738,1,synthetic
739,5,14,15,1739,1,synthetic
740,14,37,18,1740,0,synthetic
741,3,25,6,1741,0,synthetic
742,45,8,9,1742,1,synthetic
743,1,16,17,1743,1,synthetic
744,12,25,6,1744,0,synthetic
745,24,26,7,1745,0,synthetic
746,10,10,11,1746,0,synthetic
747,40,17,18,1747,1,synthetic
748,44,37,18,1748,1,synthetic
749,14,18,19,1749,1,synthetic
750,45,1,2,1750,1,synthetic
751,27,25,6,1751,1,synthetic
752,13,32,13,1752,1,synthetic
753,39,1,2,1753,1,synthetic
754,3,29,10,1754,0,synthetic
755,43,15,16,1755,0,synthetic
756,41,8,9,1756,0,synthetic
757,11,32,13,1757,0,synthetic
758,12,35,16,1758,1,synthetic
759,11,17,18,1759,1,synthetic
760,19,35,16,1760,1,synthetic
761,19,37,18,1761,1,synthetic
762,7,8,9,1762,1,synthetic
763,13,6,7,1763,1,synthetic
764,13,9,10,1764,0,synthetic
765,31,31,12,1765,0,synthetic
766,8,15,16,1766,0,synthetic
767,25,12,13,1767,0,synthetic
768,49,5,6,1768,0,synthetic
769,28,40,1,1769,1,synthetic
770,29,10,11,1770,1,synthetic
771,39,3,4,1771,0,synthetic
772,50,14,15,1772,1,synthetic
773,3,37,18,1773,0,synthetic
774,10,22,3,1774,1,synthetic
775,12,23,4,1775,1,synthetic
776,13,4,5,1776,1,synthetic
