dataset,fold_id,src_skill_id,dst_skill_id,relation_type,directed,weight,support_count,source_split,source_fold,support_source,support_interaction_ids_hash,support_question_ids_hash,construction_method,threshold,confidence,created_at
junyi,0,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,jXSXg7CfDboPEXlnqJTGuQOb0VIgOXCpaU/Sl+/m3n0=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,ICgke8JJv5eapCPwyj1aco8PEtoBkUbTZYIqxmYtqBk=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,R81Sqc8LAYj8amTPwFRvoPgbGpdaZoQLNX0hTg0DMB4=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,2YwsqJH0U7Zguyun1OaStQsIHbUoYvgJNK0QCGC5BQI=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,jXSXg7CfDboPEXlnqJTGuQOb0VIgOXCpaU/Sl+/m3n0=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,ICgke8JJv5eapCPwyj1aco8PEtoBkUbTZYIqxmYtqBk=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,R81Sqc8LAYj8amTPwFRvoPgbGpdaZoQLNX0hTg0DMB4=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,2YwsqJH0U7Zguyun1OaStQsIHbUoYvgJNK0QCGC5BQI=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,jXSXg7CfDboPEXlnqJTGuQOb0VIgOXCpaU/Sl+/m3n0=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,ICgke8JJv5eapCPwyj1aco8PEtoBkUbTZYIqxmYtqBk=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,R81Sqc8LAYj8amTPwFRvoPgbGpdaZoQLNX0hTg0DMB4=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,2YwsqJH0U7Zguyun1OaStQsIHbUoYvgJNK0QCGC5BQI=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,jXSXg7CfDboPEXlnqJTGuQOb0VIgOXCpaU/Sl+/m3n0=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,ICgke8JJv5eapCPwyj1aco8PEtoBkUbTZYIqxmYtqBk=,R81Sqc8LAYj8amTPwFRvoPgbGpdaZoQLNX0hTg0DMB4=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,ICgke8JJv5eapCPwyj1aco8PEtoBkUbTZYIqxmYtqBk=,2YwsqJH0U7Zguyun1OaStQsIHbUoYvgJNK0QCGC5BQI=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,ICgke8JJv5eapCPwyj1aco8PEtoBkUbTZYIqxmYtqBk=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,ICgke8JJv5eapCPwyj1aco8PEtoBkUbTZYIqxmYtqBk=,jXSXg7CfDboPEXlnqJTGuQOb0VIgOXCpaU/Sl+/m3n0=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,R81Sqc8LAYj8amTPwFRvoPgbGpdaZoQLNX0hTg0DMB4=,2YwsqJH0U7Zguyun1OaStQsIHbUoYvgJNK0QCGC5BQI=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,R81Sqc8LAYj8amTPwFRvoPgbGpdaZoQLNX0hTg0DMB4=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,R81Sqc8LAYj8amTPwFRvoPgbGpdaZoQLNX0hTg0DMB4=,jXSXg7CfDboPEXlnqJTGuQOb0VIgOXCpaU/Sl+/m3n0=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,2YwsqJH0U7Zguyun1OaStQsIHbUoYvgJNK0QCGC5BQI=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,2YwsqJH0U7Zguyun1OaStQsIHbUoYvgJNK0QCGC5BQI=,jXSXg7CfDboPEXlnqJTGuQOb0VIgOXCpaU/Sl+/m3n0=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,jXSXg7CfDboPEXlnqJTGuQOb0VIgOXCpaU/Sl+/m3n0=,E_pre,True,1.0,10,train,0,train,hash,hash,temporal_heuristic,0,0.5,2026-05-12T11:31:25.613157
junyi,0,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,E_co,False,0.19377996577760484,8123,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,R81Sqc8LAYj8amTPwFRvoPgbGpdaZoQLNX0hTg0DMB4=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,E_co,False,0.8638146243583658,2534,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,ICgke8JJv5eapCPwyj1aco8PEtoBkUbTZYIqxmYtqBk=,E_co,False,0.20745122209257907,5021,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,ICgke8JJv5eapCPwyj1aco8PEtoBkUbTZYIqxmYtqBk=,E_co,False,0.7445095876260203,3568,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,jXSXg7CfDboPEXlnqJTGuQOb0VIgOXCpaU/Sl+/m3n0=,E_co,False,0.6825984042391297,1227,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,ICgke8JJv5eapCPwyj1aco8PEtoBkUbTZYIqxmYtqBk=,jXSXg7CfDboPEXlnqJTGuQOb0VIgOXCpaU/Sl+/m3n0=,E_co,False,0.8517295934645215,886,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,jXSXg7CfDboPEXlnqJTGuQOb0VIgOXCpaU/Sl+/m3n0=,E_co,False,0.24435077587411883,1906,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,E_co,False,0.6388004270995734,605,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,R81Sqc8LAYj8amTPwFRvoPgbGpdaZoQLNX0hTg0DMB4=,E_co,False,0.8999726272401796,545,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,jXSXg7CfDboPEXlnqJTGuQOb0VIgOXCpaU/Sl+/m3n0=,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,E_co,False,1.202863898685129,42,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,E_co,False,0.2856014168906793,56,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,E_co,False,0.2042422760169488,167,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,2YwsqJH0U7Zguyun1OaStQsIHbUoYvgJNK0QCGC5BQI=,R81Sqc8LAYj8amTPwFRvoPgbGpdaZoQLNX0hTg0DMB4=,E_co,False,0.9646067095608708,56,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,2YwsqJH0U7Zguyun1OaStQsIHbUoYvgJNK0QCGC5BQI=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,E_co,False,2.2737011094622637,62,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,2YwsqJH0U7Zguyun1OaStQsIHbUoYvgJNK0QCGC5BQI=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,E_co,False,0.8077466599147775,69,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,E_co,False,0.47579023798529035,91,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,ICgke8JJv5eapCPwyj1aco8PEtoBkUbTZYIqxmYtqBk=,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,E_co,False,0.7081676568490218,70,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,5Np4fxxPeBgmNpeEOcXqarZIVsOEzZ1fSssL8cytQAc=,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,E_co,False,3.0148260752307032,10,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,R81Sqc8LAYj8amTPwFRvoPgbGpdaZoQLNX0hTg0DMB4=,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,E_co,False,0.20938352811984381,36,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,2YwsqJH0U7Zguyun1OaStQsIHbUoYvgJNK0QCGC5BQI=,jXSXg7CfDboPEXlnqJTGuQOb0VIgOXCpaU/Sl+/m3n0=,E_co,False,0.48663491066595854,15,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,2YwsqJH0U7Zguyun1OaStQsIHbUoYvgJNK0QCGC5BQI=,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,E_co,False,1.9650039507320256,6,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,5Np4fxxPeBgmNpeEOcXqarZIVsOEzZ1fSssL8cytQAc=,jXSXg7CfDboPEXlnqJTGuQOb0VIgOXCpaU/Sl+/m3n0=,E_co,False,0.10934067952449053,6,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,E_co,False,0.030400872591403963,9,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,5Np4fxxPeBgmNpeEOcXqarZIVsOEzZ1fSssL8cytQAc=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,E_co,False,0.07185758626974985,4,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
junyi,0,2YwsqJH0U7Zguyun1OaStQsIHbUoYvgJNK0QCGC5BQI=,5Np4fxxPeBgmNpeEOcXqarZIVsOEzZ1fSssL8cytQAc=,E_co,False,1.7187785919585907,2,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:31:29.579539
