interaction_id,learner_id,question_id,skill_id,timestamp,correct,dataset
31,52vEY7f17k,31,1,1126270215.0,1,algebra2005
32,52vEY7f17k,32,2,1126270221.0,1,algebra2005
32,52vEY7f17k,32,3,1126270221.0,1,algebra2005
32,52vEY7f17k,32,4,1126270221.0,1,algebra2005
33,52vEY7f17k,33,2,1126270231.0,0,algebra2005
33,52vEY7f17k,33,6,1126270231.0,0,algebra2005
33,52vEY7f17k,33,4,1126270231.0,0,algebra2005
34,52vEY7f17k,34,5,1126270234.0,1,algebra2005
35,52vEY7f17k,35,7,1126270242.0,0,algebra2005
35,52vEY7f17k,35,2,1126270242.0,0,algebra2005
35,52vEY7f17k,35,4,1126270242.0,0,algebra2005
36,52vEY7f17k,36,5,1126270251.0,1,algebra2005
37,52vEY7f17k,37,5,1126270254.0,1,algebra2005
38,52vEY7f17k,38,7,1126270273.0,0,algebra2005
38,52vEY7f17k,38,2,1126270273.0,0,algebra2005
38,52vEY7f17k,38,4,1126270273.0,0,algebra2005
39,52vEY7f17k,39,5,1126270281.0,1,algebra2005
40,52vEY7f17k,40,8,1126700300.0,0,algebra2005
40,52vEY7f17k,40,9,1126700300.0,0,algebra2005
41,52vEY7f17k,41,8,1126700420.0,0,algebra2005
41,52vEY7f17k,41,9,1126700420.0,0,algebra2005
42,52vEY7f17k,33,2,1126700716.0,1,algebra2005
42,52vEY7f17k,33,6,1126700716.0,1,algebra2005
42,52vEY7f17k,33,4,1126700716.0,1,algebra2005
43,52vEY7f17k,42,8,1126700743.0,1,algebra2005
43,52vEY7f17k,42,9,1126700743.0,1,algebra2005
44,52vEY7f17k,43,2,1126700752.0,1,algebra2005
44,52vEY7f17k,43,6,1126700752.0,1,algebra2005
44,52vEY7f17k,43,4,1126700752.0,1,algebra2005
45,52vEY7f17k,44,10,1126700852.0,0,algebra2005
46,52vEY7f17k,45,1,1126700863.0,1,algebra2005
47,52vEY7f17k,46,2,1126700870.0,0,algebra2005
47,52vEY7f17k,46,3,1126700870.0,0,algebra2005
47,52vEY7f17k,46,4,1126700870.0,0,algebra2005
51,52vEY7f17k,50,2,1126700909.0,0,algebra2005
51,52vEY7f17k,50,6,1126700909.0,0,algebra2005
51,52vEY7f17k,50,4,1126700909.0,0,algebra2005
48,52vEY7f17k,47,5,1126701129.0,0,algebra2005
49,52vEY7f17k,48,11,1126701349.0,1,algebra2005
49,52vEY7f17k,48,9,1126701349.0,1,algebra2005
50,52vEY7f17k,49,8,1126701358.0,1,algebra2005
50,52vEY7f17k,49,9,1126701358.0,1,algebra2005
52,52vEY7f17k,51,5,1126701372.0,1,algebra2005
53,52vEY7f17k,52,5,1126701417.0,1,algebra2005
54,52vEY7f17k,53,1,1126701506.0,1,algebra2005
55,52vEY7f17k,54,2,1126701509.0,1,algebra2005
55,52vEY7f17k,54,3,1126701509.0,1,algebra2005
55,52vEY7f17k,54,4,1126701509.0,1,algebra2005
56,52vEY7f17k,55,5,1126701520.0,1,algebra2005
61,52vEY7f17k,60,2,1126701527.0,0,algebra2005
61,52vEY7f17k,60,6,1126701527.0,0,algebra2005
61,52vEY7f17k,60,4,1126701527.0,0,algebra2005
57,52vEY7f17k,56,5,1126701530.0,1,algebra2005
58,52vEY7f17k,57,5,1126701535.0,1,algebra2005
59,52vEY7f17k,58,5,1126701542.0,1,algebra2005
60,52vEY7f17k,59,8,1126701606.0,1,algebra2005
60,52vEY7f17k,59,9,1126701606.0,1,algebra2005
62,52vEY7f17k,61,1,1126701641.0,1,algebra2005
63,52vEY7f17k,62,4,1126701642.0,1,algebra2005
63,52vEY7f17k,62,2,1126701642.0,1,algebra2005
63,52vEY7f17k,62,3,1126701642.0,1,algebra2005
64,52vEY7f17k,63,5,1126701670.0,1,algebra2005
65,52vEY7f17k,64,5,1126701676.0,1,algebra2005
66,52vEY7f17k,65,5,1126701682.0,1,algebra2005
67,52vEY7f17k,66,5,1126701689.0,1,algebra2005
68,52vEY7f17k,67,10,1126873430.0,1,algebra2005
69,52vEY7f17k,68,1,1126873434.0,1,algebra2005
70,52vEY7f17k,69,2,1126873435.0,0,algebra2005
70,52vEY7f17k,69,3,1126873435.0,0,algebra2005
70,52vEY7f17k,69,4,1126873435.0,0,algebra2005
71,52vEY7f17k,70,5,1126873478.0,1,algebra2005
72,52vEY7f17k,71,5,1126873485.0,1,algebra2005
73,52vEY7f17k,72,5,1126873489.0,1,algebra2005
74,52vEY7f17k,73,5,1126873495.0,1,algebra2005
75,52vEY7f17k,74,12,1126873519.0,0,algebra2005
75,52vEY7f17k,74,13,1126873519.0,0,algebra2005
76,52vEY7f17k,75,8,1126873670.0,1,algebra2005
76,52vEY7f17k,75,9,1126873670.0,1,algebra2005
77,52vEY7f17k,76,2,1126873687.0,1,algebra2005
77,52vEY7f17k,76,14,1126873687.0,1,algebra2005
77,52vEY7f17k,76,4,1126873687.0,1,algebra2005
78,52vEY7f17k,77,15,1126873691.0,0,algebra2005
79,52vEY7f17k,78,15,1126873729.0,1,algebra2005
80,52vEY7f17k,79,12,1126873756.0,1,algebra2005
80,52vEY7f17k,79,13,1126873756.0,1,algebra2005
81,52vEY7f17k,80,8,1126873762.0,1,algebra2005
81,52vEY7f17k,80,9,1126873762.0,1,algebra2005
82,52vEY7f17k,81,2,1126873770.0,1,algebra2005
82,52vEY7f17k,81,14,1126873770.0,1,algebra2005
82,52vEY7f17k,81,4,1126873770.0,1,algebra2005
83,52vEY7f17k,82,16,1126873772.0,1,algebra2005
84,52vEY7f17k,83,16,1126873785.0,1,algebra2005
85,52vEY7f17k,84,17,1126873786.0,1,algebra2005
86,52vEY7f17k,85,16,1126873788.0,1,algebra2005
87,52vEY7f17k,86,16,1126873795.0,1,algebra2005
88,52vEY7f17k,87,17,1126873797.0,1,algebra2005
89,52vEY7f17k,88,10,1126873935.0,1,algebra2005
90,52vEY7f17k,89,10,1126873942.0,1,algebra2005
91,52vEY7f17k,90,1,1126873945.0,1,algebra2005
92,52vEY7f17k,91,2,1126873946.0,1,algebra2005
92,52vEY7f17k,91,3,1126873946.0,1,algebra2005
92,52vEY7f17k,91,4,1126873946.0,1,algebra2005
93,52vEY7f17k,92,5,1126873967.0,1,algebra2005
94,52vEY7f17k,93,5,1126873973.0,1,algebra2005
100,52vEY7f17k,99,5,1126873976.0,0,algebra2005
100,52vEY7f17k,99,18,1126873976.0,0,algebra2005
95,52vEY7f17k,94,12,1126874026.0,1,algebra2005
96,52vEY7f17k,95,8,1126874065.0,1,algebra2005
96,52vEY7f17k,95,9,1126874065.0,1,algebra2005
99,52vEY7f17k,98,2,1126874081.0,0,algebra2005
99,52vEY7f17k,98,14,1126874081.0,0,algebra2005
99,52vEY7f17k,98,4,1126874081.0,0,algebra2005
97,52vEY7f17k,96,12,1126874202.0,1,algebra2005
98,52vEY7f17k,97,8,1126874214.0,1,algebra2005
98,52vEY7f17k,97,9,1126874214.0,1,algebra2005
101,52vEY7f17k,100,5,1126874329.0,1,algebra2005
102,52vEY7f17k,101,15,1126874336.0,1,algebra2005
103,52vEY7f17k,102,15,1126874353.0,1,algebra2005
104,52vEY7f17k,103,16,1126874372.0,1,algebra2005
105,52vEY7f17k,104,16,1126874424.0,1,algebra2005
106,52vEY7f17k,105,17,1126874426.0,1,algebra2005
107,52vEY7f17k,106,16,1126874428.0,1,algebra2005
108,52vEY7f17k,107,16,1126874432.0,1,algebra2005
109,52vEY7f17k,108,17,1126874436.0,1,algebra2005
110,52vEY7f17k,109,19,1126874442.0,0,algebra2005
111,52vEY7f17k,110,10,1126874534.0,1,algebra2005
112,52vEY7f17k,111,1,1126874537.0,1,algebra2005
113,52vEY7f17k,112,20,1126874538.0,0,algebra2005
113,52vEY7f17k,112,2,1126874538.0,0,algebra2005
113,52vEY7f17k,112,3,1126874538.0,0,algebra2005
114,52vEY7f17k,113,5,1126874850.0,1,algebra2005
115,52vEY7f17k,114,5,1126874859.0,1,algebra2005
116,52vEY7f17k,115,20,1126874865.0,1,algebra2005
116,52vEY7f17k,115,2,1126874865.0,1,algebra2005
116,52vEY7f17k,115,6,1126874865.0,1,algebra2005
117,52vEY7f17k,116,5,1126874866.0,1,algebra2005
118,52vEY7f17k,117,5,1126874874.0,1,algebra2005
119,52vEY7f17k,118,20,1126874877.0,1,algebra2005
119,52vEY7f17k,118,2,1126874877.0,1,algebra2005
119,52vEY7f17k,118,6,1126874877.0,1,algebra2005
120,52vEY7f17k,119,15,1126874878.0,1,algebra2005
121,52vEY7f17k,120,15,1126874889.0,1,algebra2005
122,52vEY7f17k,121,16,1126874895.0,1,algebra2005
123,52vEY7f17k,122,16,1126874902.0,1,algebra2005
124,52vEY7f17k,123,17,1126874904.0,1,algebra2005
125,52vEY7f17k,124,16,1126874908.0,1,algebra2005
126,52vEY7f17k,125,16,1126874914.0,1,algebra2005
127,52vEY7f17k,126,17,1126874916.0,1,algebra2005
128,52vEY7f17k,127,15,1126874975.0,0,algebra2005
129,52vEY7f17k,128,10,1126875123.0,1,algebra2005
130,52vEY7f17k,129,10,1126875124.0,1,algebra2005
131,52vEY7f17k,130,1,1126875124.0,1,algebra2005
132,52vEY7f17k,131,5,1127305426.0,0,algebra2005
133,52vEY7f17k,132,5,1127305478.0,1,algebra2005
136,52vEY7f17k,135,5,1127305484.0,0,algebra2005
134,52vEY7f17k,133,20,1127305528.0,0,algebra2005
134,52vEY7f17k,133,3,1127305528.0,0,algebra2005
134,52vEY7f17k,133,21,1127305528.0,0,algebra2005
143,52vEY7f17k,141,20,1127305814.0,0,algebra2005
143,52vEY7f17k,141,21,1127305814.0,0,algebra2005
143,52vEY7f17k,141,14,1127305814.0,0,algebra2005
135,52vEY7f17k,134,5,1127305824.0,1,algebra2005
137,52vEY7f17k,127,15,1127306024.0,0,algebra2005
138,52vEY7f17k,136,15,1127306076.0,1,algebra2005
139,52vEY7f17k,137,13,1127306680.0,0,algebra2005
139,52vEY7f17k,137,12,1127306680.0,0,algebra2005
140,52vEY7f17k,138,8,1127306733.0,1,algebra2005
140,52vEY7f17k,138,9,1127306733.0,1,algebra2005
141,52vEY7f17k,139,12,1127306870.0,1,algebra2005
141,52vEY7f17k,139,13,1127306870.0,1,algebra2005
142,52vEY7f17k,140,8,1127306887.0,1,algebra2005
142,52vEY7f17k,140,9,1127306887.0,1,algebra2005
144,52vEY7f17k,142,12,1127306921.0,1,algebra2005
144,52vEY7f17k,142,13,1127306921.0,1,algebra2005
145,52vEY7f17k,143,8,1127306928.0,1,algebra2005
145,52vEY7f17k,143,9,1127306928.0,1,algebra2005
146,52vEY7f17k,144,20,1127306933.0,0,algebra2005
146,52vEY7f17k,144,21,1127306933.0,0,algebra2005
146,52vEY7f17k,144,14,1127306933.0,0,algebra2005
147,52vEY7f17k,145,16,1127306945.0,1,algebra2005
148,52vEY7f17k,146,16,1127306965.0,0,algebra2005
149,52vEY7f17k,147,17,1127306974.0,1,algebra2005
150,52vEY7f17k,148,16,1127306980.0,1,algebra2005
151,52vEY7f17k,149,16,1127306995.0,0,algebra2005
152,52vEY7f17k,150,17,1127307009.0,1,algebra2005
153,52vEY7f17k,151,10,1127477831.0,1,algebra2005
154,52vEY7f17k,152,10,1127477834.0,1,algebra2005
155,52vEY7f17k,153,1,1127477836.0,1,algebra2005
156,52vEY7f17k,154,2,1127477837.0,1,algebra2005
156,52vEY7f17k,154,22,1127477837.0,1,algebra2005
156,52vEY7f17k,154,4,1127477837.0,1,algebra2005
157,52vEY7f17k,155,5,1127477875.0,1,algebra2005
158,52vEY7f17k,156,5,1127477883.0,0,algebra2005
159,52vEY7f17k,157,5,1127477902.0,1,algebra2005
160,52vEY7f17k,158,5,1127477904.0,1,algebra2005
161,52vEY7f17k,159,12,1127478016.0,1,algebra2005
162,52vEY7f17k,160,9,1127478021.0,0,algebra2005
162,52vEY7f17k,160,23,1127478021.0,0,algebra2005
163,52vEY7f17k,161,9,1127478034.0,0,algebra2005
163,52vEY7f17k,161,23,1127478034.0,0,algebra2005
163,52vEY7f17k,161,24,1127478034.0,0,algebra2005
164,52vEY7f17k,162,2,1127478054.0,1,algebra2005
164,52vEY7f17k,162,25,1127478054.0,1,algebra2005
164,52vEY7f17k,162,4,1127478054.0,1,algebra2005
165,52vEY7f17k,163,12,1127478061.0,1,algebra2005
166,52vEY7f17k,164,9,1127478069.0,0,algebra2005
166,52vEY7f17k,164,23,1127478069.0,0,algebra2005
167,52vEY7f17k,165,9,1127478081.0,1,algebra2005
167,52vEY7f17k,165,23,1127478081.0,1,algebra2005
167,52vEY7f17k,165,24,1127478081.0,1,algebra2005
168,52vEY7f17k,166,2,1127478084.0,1,algebra2005
168,52vEY7f17k,166,25,1127478084.0,1,algebra2005
168,52vEY7f17k,166,4,1127478084.0,1,algebra2005
169,52vEY7f17k,167,15,1127478087.0,1,algebra2005
170,52vEY7f17k,168,15,1127478098.0,1,algebra2005
171,52vEY7f17k,169,16,1127478107.0,1,algebra2005
172,52vEY7f17k,170,16,1127478115.0,1,algebra2005
173,52vEY7f17k,171,17,1127478118.0,1,algebra2005
174,52vEY7f17k,172,16,1127478120.0,1,algebra2005
175,52vEY7f17k,173,16,1127478124.0,1,algebra2005
176,52vEY7f17k,174,17,1127478125.0,1,algebra2005
177,52vEY7f17k,175,19,1127478127.0,0,algebra2005
178,52vEY7f17k,176,10,1127478251.0,0,algebra2005
179,52vEY7f17k,177,10,1127478275.0,1,algebra2005
180,52vEY7f17k,178,1,1127478277.0,1,algebra2005
181,52vEY7f17k,179,20,1127478278.0,0,algebra2005
181,52vEY7f17k,179,2,1127478278.0,0,algebra2005
181,52vEY7f17k,179,22,1127478278.0,0,algebra2005
182,52vEY7f17k,180,5,1127478350.0,1,algebra2005
187,52vEY7f17k,185,20,1127478364.0,0,algebra2005
187,52vEY7f17k,185,2,1127478364.0,0,algebra2005
187,52vEY7f17k,185,25,1127478364.0,0,algebra2005
183,52vEY7f17k,181,5,1127478369.0,1,algebra2005
184,52vEY7f17k,182,5,1127478371.0,1,algebra2005
184,52vEY7f17k,182,18,1127478371.0,1,algebra2005
185,52vEY7f17k,183,12,1127478508.0,1,algebra2005
185,52vEY7f17k,183,13,1127478508.0,1,algebra2005
186,52vEY7f17k,184,9,1127478519.0,1,algebra2005
186,52vEY7f17k,184,23,1127478519.0,1,algebra2005
188,52vEY7f17k,186,15,1127478528.0,1,algebra2005
189,52vEY7f17k,187,15,1127478552.0,1,algebra2005
190,52vEY7f17k,188,16,1127478558.0,1,algebra2005
191,52vEY7f17k,189,16,1127478574.0,1,algebra2005
192,52vEY7f17k,190,17,1127478580.0,1,algebra2005
194,52vEY7f17k,192,16,1127478581.0,0,algebra2005
193,52vEY7f17k,191,16,1127478593.0,1,algebra2005
195,52vEY7f17k,193,17,1127478609.0,1,algebra2005
196,52vEY7f17k,194,19,1127478614.0,0,algebra2005
197,52vEY7f17k,195,10,1127478740.0,1,algebra2005
198,52vEY7f17k,196,1,1127478746.0,1,algebra2005
199,52vEY7f17k,197,20,1127478748.0,1,algebra2005
199,52vEY7f17k,197,2,1127478748.0,1,algebra2005
199,52vEY7f17k,197,3,1127478748.0,1,algebra2005
200,52vEY7f17k,198,5,1127478858.0,1,algebra2005
201,52vEY7f17k,199,5,1127478864.0,1,algebra2005
202,52vEY7f17k,200,5,1127478867.0,1,algebra2005
202,52vEY7f17k,200,18,1127478867.0,1,algebra2005
209,52vEY7f17k,207,20,1127478873.0,0,algebra2005
209,52vEY7f17k,207,2,1127478873.0,0,algebra2005
209,52vEY7f17k,207,14,1127478873.0,0,algebra2005
203,52vEY7f17k,201,5,1127478884.0,1,algebra2005
204,52vEY7f17k,202,12,1127478962.0,1,algebra2005
205,52vEY7f17k,203,8,1127478966.0,1,algebra2005
205,52vEY7f17k,203,9,1127478966.0,1,algebra2005
206,52vEY7f17k,204,20,1127478970.0,1,algebra2005
206,52vEY7f17k,204,2,1127478970.0,1,algebra2005
206,52vEY7f17k,204,14,1127478970.0,1,algebra2005
207,52vEY7f17k,205,12,1127478978.0,1,algebra2005
208,52vEY7f17k,206,8,1127478983.0,1,algebra2005
208,52vEY7f17k,206,9,1127478983.0,1,algebra2005
210,52vEY7f17k,208,15,1127478991.0,1,algebra2005
211,52vEY7f17k,209,15,1127479010.0,1,algebra2005
212,52vEY7f17k,210,16,1127479026.0,1,algebra2005
213,52vEY7f17k,211,16,1127479034.0,1,algebra2005
214,52vEY7f17k,212,16,1127479038.0,1,algebra2005
215,52vEY7f17k,213,17,1127479043.0,1,algebra2005
216,52vEY7f17k,214,16,1127479046.0,1,algebra2005
217,52vEY7f17k,215,17,1127479055.0,1,algebra2005
218,52vEY7f17k,216,19,1127479077.0,0,algebra2005
219,52vEY7f17k,217,10,1127479134.0,0,algebra2005
220,52vEY7f17k,218,10,1127479140.0,1,algebra2005
221,52vEY7f17k,219,1,1127479140.0,1,algebra2005
222,52vEY7f17k,220,2,1127479147.0,1,algebra2005
222,52vEY7f17k,220,3,1127479147.0,1,algebra2005
222,52vEY7f17k,220,4,1127479147.0,1,algebra2005
223,52vEY7f17k,221,5,1127479166.0,1,algebra2005
224,52vEY7f17k,222,5,1127479172.0,1,algebra2005
225,52vEY7f17k,223,5,1127479177.0,1,algebra2005
226,52vEY7f17k,224,5,1127479181.0,0,algebra2005
227,52vEY7f17k,225,12,1127479328.0,0,algebra2005
228,52vEY7f17k,226,8,1127479342.0,0,algebra2005
228,52vEY7f17k,226,9,1127479342.0,0,algebra2005
229,52vEY7f17k,227,2,1127479410.0,1,algebra2005
229,52vEY7f17k,227,14,1127479410.0,1,algebra2005
229,52vEY7f17k,227,4,1127479410.0,1,algebra2005
230,52vEY7f17k,228,12,1127479420.0,1,algebra2005
231,52vEY7f17k,229,8,1127479429.0,1,algebra2005
231,52vEY7f17k,229,9,1127479429.0,1,algebra2005
232,52vEY7f17k,230,2,1127479433.0,1,algebra2005
232,52vEY7f17k,230,14,1127479433.0,1,algebra2005
232,52vEY7f17k,230,4,1127479433.0,1,algebra2005
