dataset,fold_id,src_skill_id,dst_skill_id,relation_type,directed,weight,support_count,source_split,source_fold,support_source,support_interaction_ids_hash,support_question_ids_hash,construction_method,threshold,confidence,created_at
junyi,0,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,jXSXg7CfDboPEXlnqJTGuQOb0VIgOXCpaU/Sl+/m3n0=,E_co,False,0.642288023523269,1426,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:37.458355
junyi,0,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,jXSXg7CfDboPEXlnqJTGuQOb0VIgOXCpaU/Sl+/m3n0=,E_co,False,0.23517908153019418,2331,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:37.458355
junyi,0,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,R81Sqc8LAYj8amTPwFRvoPgbGpdaZoQLNX0hTg0DMB4=,E_co,False,0.9135927527467056,717,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:37.458355
junyi,0,jXSXg7CfDboPEXlnqJTGuQOb0VIgOXCpaU/Sl+/m3n0=,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,E_co,False,1.2883658418614945,54,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:37.458355
junyi,0,7f73q332BKPBXaixasa4EkUb+pF6VAsLxNIg4506JJs=,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,E_co,False,0.2261533915596491,217,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:37.458355
junyi,0,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,E_co,False,0.31724292168338286,71,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:37.458355
junyi,0,2YwsqJH0U7Zguyun1OaStQsIHbUoYvgJNK0QCGC5BQI=,MfUX4BrIuFzJjm97tCQVisXbonyvtYtwCUJo6JpmoyU=,E_co,False,2.2732350214818173,78,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:37.458355
junyi,0,2YwsqJH0U7Zguyun1OaStQsIHbUoYvgJNK0QCGC5BQI=,R81Sqc8LAYj8amTPwFRvoPgbGpdaZoQLNX0hTg0DMB4=,E_co,False,1.0732000341404933,77,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:37.458355
junyi,0,2YwsqJH0U7Zguyun1OaStQsIHbUoYvgJNK0QCGC5BQI=,xYDz4OEv0xsri1IpmXlrgMLJ848rgySf+39xWpq4DBI=,E_co,False,0.8186605531873725,85,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:37.458355
junyi,0,ICgke8JJv5eapCPwyj1aco8PEtoBkUbTZYIqxmYtqBk=,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,E_co,False,0.7641311479824014,91,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:37.458355
junyi,0,1EzKLzTq9Ax8/wlR9cJNrtthvk9lBi/SFdx/4L1PIaE=,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,E_co,False,0.5889761045323714,127,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:37.458355
junyi,0,5Np4fxxPeBgmNpeEOcXqarZIVsOEzZ1fSssL8cytQAc=,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,E_co,False,3.040141991512121,12,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:37.458355
junyi,0,R81Sqc8LAYj8amTPwFRvoPgbGpdaZoQLNX0hTg0DMB4=,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,E_co,False,0.19213799415008193,44,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:37.458355
junyi,0,2YwsqJH0U7Zguyun1OaStQsIHbUoYvgJNK0QCGC5BQI=,jXSXg7CfDboPEXlnqJTGuQOb0VIgOXCpaU/Sl+/m3n0=,E_co,False,0.6165603209061996,20,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:37.458355
junyi,0,2YwsqJH0U7Zguyun1OaStQsIHbUoYvgJNK0QCGC5BQI=,rzRcsBurW8jbUhivGAdZozPksRAZ5xM898ohJEBg93g=,E_co,False,1.9318677919322744,7,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:37.458355
junyi,0,2YwsqJH0U7Zguyun1OaStQsIHbUoYvgJNK0QCGC5BQI=,5Np4fxxPeBgmNpeEOcXqarZIVsOEzZ1fSssL8cytQAc=,E_co,False,1.5698287743390547,2,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:37.458355
junyi,0,5Np4fxxPeBgmNpeEOcXqarZIVsOEzZ1fSssL8cytQAc=,jXSXg7CfDboPEXlnqJTGuQOb0VIgOXCpaU/Sl+/m3n0=,E_co,False,0.13601589525468152,7,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:37.458355
